job_name,step_id,run_date,run_duration_sec,run_status
JOB_NIGHTLY_DWH,1,20260515,881,1
JOB_NIGHTLY_DWH,2,20260515,2775,1
JOB_NIGHTLY_DWH,3,20260515,638,1
JOB_NIGHTLY_DWH,4,20260515,13097,1
JOB_NIGHTLY_DWH,5,20260515,259,1
JOB_NIGHTLY_DWH,1,20260516,790,1
JOB_NIGHTLY_DWH,2,20260516,2549,1
JOB_NIGHTLY_DWH,3,20260516,539,1
JOB_NIGHTLY_DWH,4,20260516,16514,1
JOB_NIGHTLY_DWH,5,20260516,324,1
JOB_NIGHTLY_DWH,1,20260517,1116,1
JOB_NIGHTLY_DWH,2,20260517,2983,1
JOB_NIGHTLY_DWH,3,20260517,544,1
JOB_NIGHTLY_DWH,4,20260517,14600,1
JOB_NIGHTLY_DWH,5,20260517,276,1
JOB_NIGHTLY_DWH,1,20260518,995,1
JOB_NIGHTLY_DWH,2,20260518,2672,1
JOB_NIGHTLY_DWH,3,20260518,524,1
JOB_NIGHTLY_DWH,4,20260518,16832,1
JOB_NIGHTLY_DWH,5,20260518,292,1
JOB_NIGHTLY_DWH,1,20260519,928,1
JOB_NIGHTLY_DWH,2,20260519,2919,1
JOB_NIGHTLY_DWH,3,20260519,568,1
JOB_NIGHTLY_DWH,4,20260519,15901,1
JOB_NIGHTLY_DWH,5,20260519,342,1
JOB_NIGHTLY_DWH,1,20260520,1117,1
JOB_NIGHTLY_DWH,2,20260520,2543,1
JOB_NIGHTLY_DWH,3,20260520,546,1
JOB_NIGHTLY_DWH,4,20260520,12985,1
JOB_NIGHTLY_DWH,5,20260520,346,1
JOB_NIGHTLY_DWH,1,20260521,1080,1
JOB_NIGHTLY_DWH,2,20260521,2820,1
JOB_NIGHTLY_DWH,3,20260521,649,1
JOB_NIGHTLY_DWH,4,20260521,17789,1
JOB_NIGHTLY_DWH,5,20260521,311,1
JOB_NIGHTLY_DWH,1,20260522,786,1
JOB_NIGHTLY_DWH,2,20260522,2772,1
JOB_NIGHTLY_DWH,3,20260522,707,1
JOB_NIGHTLY_DWH,4,20260522,15064,1
JOB_NIGHTLY_DWH,5,20260522,257,1
JOB_NIGHTLY_DWH,1,20260523,825,1
JOB_NIGHTLY_DWH,2,20260523,2183,1
JOB_NIGHTLY_DWH,3,20260523,541,1
JOB_NIGHTLY_DWH,4,20260523,15095,1
JOB_NIGHTLY_DWH,5,20260523,264,1
JOB_NIGHTLY_DWH,1,20260524,962,1
JOB_NIGHTLY_DWH,2,20260524,2944,1
JOB_NIGHTLY_DWH,3,20260524,576,1
JOB_NIGHTLY_DWH,4,20260524,14902,1
JOB_NIGHTLY_DWH,5,20260524,369,1
JOB_NIGHTLY_DWH,1,20260525,828,1
JOB_NIGHTLY_DWH,2,20260525,2358,1
JOB_NIGHTLY_DWH,3,20260525,651,1
JOB_NIGHTLY_DWH,4,20260525,12774,1
JOB_NIGHTLY_DWH,5,20260525,299,1
JOB_NIGHTLY_DWH,1,20260526,1108,1
JOB_NIGHTLY_DWH,2,20260526,2640,1
JOB_NIGHTLY_DWH,3,20260526,672,1
JOB_NIGHTLY_DWH,4,20260526,18147,1
JOB_NIGHTLY_DWH,5,20260526,359,1
JOB_NIGHTLY_DWH,1,20260527,906,1
JOB_NIGHTLY_DWH,2,20260527,2228,1
JOB_NIGHTLY_DWH,3,20260527,524,1
JOB_NIGHTLY_DWH,4,20260527,14002,1
JOB_NIGHTLY_DWH,5,20260527,295,1
JOB_NIGHTLY_DWH,1,20260528,765,1
JOB_NIGHTLY_DWH,2,20260528,2226,1
JOB_NIGHTLY_DWH,3,20260528,516,1
JOB_NIGHTLY_DWH,4,20260528,16434,1
JOB_NIGHTLY_DWH,5,20260528,285,1
JOB_NIGHTLY_DWH,1,20260529,896,1
JOB_NIGHTLY_DWH,2,20260529,2973,1
JOB_NIGHTLY_DWH,3,20260529,621,1
JOB_NIGHTLY_DWH,4,20260529,13265,1
JOB_NIGHTLY_DWH,5,20260529,296,1
JOB_NIGHTLY_DWH,1,20260530,1063,1
JOB_NIGHTLY_DWH,2,20260530,2148,1
JOB_NIGHTLY_DWH,3,20260530,636,1
JOB_NIGHTLY_DWH,4,20260530,16009,0
JOB_NIGHTLY_DWH,5,20260530,318,1
JOB_NIGHTLY_DWH,1,20260531,1075,1
JOB_NIGHTLY_DWH,2,20260531,2386,1
JOB_NIGHTLY_DWH,3,20260531,550,1
JOB_NIGHTLY_DWH,4,20260531,15945,1
JOB_NIGHTLY_DWH,5,20260531,294,1
JOB_NIGHTLY_DWH,1,20260601,1057,1
JOB_NIGHTLY_DWH,2,20260601,2977,1
JOB_NIGHTLY_DWH,3,20260601,706,1
JOB_NIGHTLY_DWH,4,20260601,14110,1
JOB_NIGHTLY_DWH,5,20260601,297,0
JOB_MONTHEND_CLOSE,1,20260601,420,1
JOB_NIGHTLY_DWH,1,20260602,775,1
JOB_NIGHTLY_DWH,2,20260602,2384,1
JOB_NIGHTLY_DWH,3,20260602,739,1
JOB_NIGHTLY_DWH,4,20260602,18372,1
JOB_NIGHTLY_DWH,5,20260602,369,1
JOB_NIGHTLY_DWH,1,20260603,844,1
JOB_NIGHTLY_DWH,2,20260603,2321,1
JOB_NIGHTLY_DWH,3,20260603,659,1
JOB_NIGHTLY_DWH,4,20260603,17792,1
JOB_NIGHTLY_DWH,5,20260603,333,1
JOB_NIGHTLY_DWH,1,20260604,795,1
JOB_NIGHTLY_DWH,2,20260604,3034,1
JOB_NIGHTLY_DWH,3,20260604,690,1
JOB_NIGHTLY_DWH,4,20260604,13821,1
JOB_NIGHTLY_DWH,5,20260604,294,1
JOB_NIGHTLY_DWH,1,20260605,1114,1
JOB_NIGHTLY_DWH,2,20260605,2526,1
JOB_NIGHTLY_DWH,3,20260605,683,1
JOB_NIGHTLY_DWH,4,20260605,13512,1
JOB_NIGHTLY_DWH,5,20260605,363,1
JOB_NIGHTLY_DWH,1,20260606,817,1
JOB_NIGHTLY_DWH,2,20260606,3105,1
JOB_NIGHTLY_DWH,3,20260606,594,1
JOB_NIGHTLY_DWH,4,20260606,13535,0
JOB_NIGHTLY_DWH,5,20260606,371,1
JOB_NIGHTLY_DWH,1,20260607,954,1
JOB_NIGHTLY_DWH,2,20260607,2558,1
JOB_NIGHTLY_DWH,3,20260607,708,1
JOB_NIGHTLY_DWH,4,20260607,14261,1
JOB_NIGHTLY_DWH,5,20260607,283,1
JOB_NIGHTLY_DWH,1,20260608,858,1
JOB_NIGHTLY_DWH,2,20260608,2256,1
JOB_NIGHTLY_DWH,3,20260608,594,1
JOB_NIGHTLY_DWH,4,20260608,16250,1
JOB_NIGHTLY_DWH,5,20260608,305,1
JOB_NIGHTLY_DWH,1,20260609,945,1
JOB_NIGHTLY_DWH,2,20260609,2648,0
JOB_NIGHTLY_DWH,3,20260609,615,1
JOB_NIGHTLY_DWH,4,20260609,12773,1
JOB_NIGHTLY_DWH,5,20260609,275,1
JOB_NIGHTLY_DWH,1,20260610,1026,1
JOB_NIGHTLY_DWH,2,20260610,2450,1
JOB_NIGHTLY_DWH,3,20260610,643,1
JOB_NIGHTLY_DWH,4,20260610,13386,1
JOB_NIGHTLY_DWH,5,20260610,284,1
JOB_NIGHTLY_DWH,1,20260611,1043,1
JOB_NIGHTLY_DWH,2,20260611,2686,1
JOB_NIGHTLY_DWH,3,20260611,728,1
JOB_NIGHTLY_DWH,4,20260611,16425,1
JOB_NIGHTLY_DWH,5,20260611,316,1
JOB_NIGHTLY_DWH,1,20260612,927,1
JOB_NIGHTLY_DWH,2,20260612,2603,1
JOB_NIGHTLY_DWH,3,20260612,677,1
JOB_NIGHTLY_DWH,4,20260612,18403,1
JOB_NIGHTLY_DWH,5,20260612,322,1
JOB_NIGHTLY_DWH,1,20260613,1067,1
JOB_NIGHTLY_DWH,2,20260613,2246,1
JOB_NIGHTLY_DWH,3,20260613,527,1
JOB_NIGHTLY_DWH,4,20260613,13188,1
JOB_NIGHTLY_DWH,5,20260613,349,1
JOB_NIGHTLY_DWH,1,20260614,820,1
JOB_NIGHTLY_DWH,2,20260614,2785,1
JOB_NIGHTLY_DWH,3,20260614,721,1
JOB_NIGHTLY_DWH,4,20260614,14067,1
JOB_NIGHTLY_DWH,5,20260614,302,1
JOB_NIGHTLY_DWH,1,20260615,1121,1
JOB_NIGHTLY_DWH,2,20260615,2286,1
JOB_NIGHTLY_DWH,3,20260615,633,1
JOB_NIGHTLY_DWH,4,20260615,13924,1
JOB_NIGHTLY_DWH,5,20260615,341,0
JOB_NIGHTLY_DWH,1,20260616,964,1
JOB_NIGHTLY_DWH,2,20260616,2143,1
JOB_NIGHTLY_DWH,3,20260616,659,1
JOB_NIGHTLY_DWH,4,20260616,13135,1
JOB_NIGHTLY_DWH,5,20260616,349,1
JOB_NIGHTLY_DWH,1,20260617,802,1
JOB_NIGHTLY_DWH,2,20260617,2164,1
JOB_NIGHTLY_DWH,3,20260617,574,1
JOB_NIGHTLY_DWH,4,20260617,15283,1
JOB_NIGHTLY_DWH,5,20260617,353,1
JOB_NIGHTLY_DWH,1,20260618,818,1
JOB_NIGHTLY_DWH,2,20260618,2695,1
JOB_NIGHTLY_DWH,3,20260618,531,1
JOB_NIGHTLY_DWH,4,20260618,16879,1
JOB_NIGHTLY_DWH,5,20260618,263,1
JOB_NIGHTLY_DWH,1,20260619,993,1
JOB_NIGHTLY_DWH,2,20260619,2208,1
JOB_NIGHTLY_DWH,3,20260619,525,1
JOB_NIGHTLY_DWH,4,20260619,15472,1
JOB_NIGHTLY_DWH,5,20260619,321,1
JOB_NIGHTLY_DWH,1,20260620,861,1
JOB_NIGHTLY_DWH,2,20260620,2651,1
JOB_NIGHTLY_DWH,3,20260620,536,1
JOB_NIGHTLY_DWH,4,20260620,13052,1
JOB_NIGHTLY_DWH,5,20260620,292,1
JOB_NIGHTLY_DWH,1,20260621,1038,1
JOB_NIGHTLY_DWH,2,20260621,2625,1
JOB_NIGHTLY_DWH,3,20260621,593,0
JOB_NIGHTLY_DWH,4,20260621,14252,0
JOB_NIGHTLY_DWH,5,20260621,342,1
JOB_NIGHTLY_DWH,1,20260622,833,1
JOB_NIGHTLY_DWH,2,20260622,3059,1
JOB_NIGHTLY_DWH,3,20260622,706,1
JOB_NIGHTLY_DWH,4,20260622,15720,1
JOB_NIGHTLY_DWH,5,20260622,302,1
JOB_NIGHTLY_DWH,1,20260623,1012,1
JOB_NIGHTLY_DWH,2,20260623,2467,1
JOB_NIGHTLY_DWH,3,20260623,679,1
JOB_NIGHTLY_DWH,4,20260623,15178,1
JOB_NIGHTLY_DWH,5,20260623,261,1
JOB_NIGHTLY_DWH,1,20260624,790,1
JOB_NIGHTLY_DWH,2,20260624,2380,1
JOB_NIGHTLY_DWH,3,20260624,530,1
JOB_NIGHTLY_DWH,4,20260624,17973,1
JOB_NIGHTLY_DWH,5,20260624,288,1
JOB_NIGHTLY_DWH,1,20260625,870,1
JOB_NIGHTLY_DWH,2,20260625,2282,1
JOB_NIGHTLY_DWH,3,20260625,573,1
JOB_NIGHTLY_DWH,4,20260625,18585,1
JOB_NIGHTLY_DWH,5,20260625,284,1
JOB_NIGHTLY_DWH,1,20260626,876,1
JOB_NIGHTLY_DWH,2,20260626,2126,1
JOB_NIGHTLY_DWH,3,20260626,623,1
JOB_NIGHTLY_DWH,4,20260626,13955,1
JOB_NIGHTLY_DWH,5,20260626,255,1
JOB_NIGHTLY_DWH,1,20260627,797,1
JOB_NIGHTLY_DWH,2,20260627,2166,0
JOB_NIGHTLY_DWH,3,20260627,583,1
JOB_NIGHTLY_DWH,4,20260627,16263,1
JOB_NIGHTLY_DWH,5,20260627,345,1
JOB_NIGHTLY_DWH,1,20260628,1022,1
JOB_NIGHTLY_DWH,2,20260628,2514,1
JOB_NIGHTLY_DWH,3,20260628,746,1
JOB_NIGHTLY_DWH,4,20260628,17094,1
JOB_NIGHTLY_DWH,5,20260628,260,1
JOB_NIGHTLY_DWH,1,20260629,1086,1
JOB_NIGHTLY_DWH,2,20260629,2858,1
JOB_NIGHTLY_DWH,3,20260629,543,1
JOB_NIGHTLY_DWH,4,20260629,15776,1
JOB_NIGHTLY_DWH,5,20260629,351,1
JOB_NIGHTLY_DWH,1,20260630,975,1
JOB_NIGHTLY_DWH,2,20260630,2807,1
JOB_NIGHTLY_DWH,3,20260630,565,1
JOB_NIGHTLY_DWH,4,20260630,13548,1
JOB_NIGHTLY_DWH,5,20260630,267,1
JOB_NIGHTLY_DWH,1,20260701,966,1
JOB_NIGHTLY_DWH,2,20260701,2751,1
JOB_NIGHTLY_DWH,3,20260701,627,0
JOB_NIGHTLY_DWH,4,20260701,17536,1
JOB_NIGHTLY_DWH,5,20260701,315,1
JOB_MONTHEND_CLOSE,1,20260701,420,1
